송파구,송파1동,449
송파구,송파2동,264
송파구,석촌동,750
송파구,삼전동,837
송파구,가락본동,551
송파구,가락1동,75
송파구,가락2동,396
송파구,문정1동,283
송파구,문정2동,85
송파구,잠실본동,748
송파구,잠실4동,26
송파구,잠실6동,24
송파구,잠실7동,7
송파구,잠실2동,27
송파구,잠실3동,44
송파구,장지동,950
송파구,위례동,570
강동구,명일1동,300
강동구,명일2동,124
강동구,고덕1동,235
강동구,고덕2동,456
강동구,암사2동,144
강동구,암사3동,103
강동구,천호1동,"1,247"
강동구,천호3동,"1,117"
강동구,성내1동,235
강동구,성내2동,770
강동구,성내3동,519
강동구,둔촌1동,1
강동구,둔촌2동,413
강동구,암사1동,"1,351"
강동구,천호2동,"1,510"
강동구,길동,"1,241"
강동구,강일동,"1,433"
강동구,상일1동,292
강동구,상일2동,423
